,caseID,taskID,originator,eventtype,contact,RepairType,objectKey,RepairInternally,EstimatedRepairTime,RepairCode,RepairOK,date,time
3037,678,Survey,Jacky,complete,,,,True,240.0,2.0,,1970-01-02,0:06
3038,237,ImmediateRepair,Jacky,start,,,,,,,,1970-01-14,7:56
3039,787,InternRepair,Lex,complete,,,,,,,,1970-01-03,17:12
3040,377,MakeTicket,Dian,start,,,,,,,,1970-01-01,21:39
3041,272,ReadyInformClient,System,complete,,,,,,,True,1970-01-08,0:50
3042,401,InformClientSurvey,System,complete,,,,,,,,1970-01-05,10:13
3043,127,TicketReady,System,complete,,,,,,,,1970-01-05,22:37
3044,143,InternRepair,Lex,complete,,,,,,,,1970-01-07,9:22
3045,422,ImmediateRepair,Barbara,start,,,,,,,,1970-01-13,5:35
3046,998,InternRepair,John,complete,,,,,,,,1970-01-19,10:34
3047,241,Survey,Edd,start,,,,,,,,1970-01-08,7:11
3048,155,ImmediateRepair,Jacky,complete,,,,,,,,1970-01-02,13:26
3049,367,ArrangeSurvey,Monica,start,,,,,,,,1970-01-02,3:22
3050,211,FirstContact,Dian,complete,Personal,,,,,,,1970-01-02,14:14
3051,778,InformClientSurvey,System,complete,,,,,,,,1970-01-05,23:07
3052,648,InformClientSurvey,System,complete,,,,,,,,1970-01-06,7:02
3053,332,FirstContact,Monica,complete,Letter,,,,,,,1970-01-02,14:56
3054,244,InformClientSurvey,System,complete,,,,,,,,1970-01-08,11:29
3055,162,Survey,Anne,complete,,,,True,120.0,1.0,,1970-01-09,3:44
3056,788,ArrangeSurvey,Monica,complete,,,,,,,,1970-01-04,7:36
3057,52,InternRepair,Cindy,start,,,,,,,,1970-01-01,23:01
3058,513,RepairReady,System,complete,,,,,,,True,1970-01-02,13:46
3059,396,ArrangeSurvey,Monica,complete,,,,,,,,1970-01-05,16:00
3060,12,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-09,5:16
3061,675,InternRepair,Edd,start,,,,,,,,1970-01-01,14:56
3062,368,TicketReady,System,complete,,,,,,,,1970-01-14,1:22
3063,220,ArrangeSurvey,Monica,start,,,,,,,,1970-01-02,20:32
3064,294,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-15,16:18
3065,627,FirstContact,Dian,complete,Letter,,,,,,,1970-01-05,17:35
3066,873,Survey,Anne,start,,,,,,,,1970-01-05,1:18
3067,95,MakeTicket,Monica,start,,,,,,,,1970-01-07,5:03
3068,33,ImmediateRepair,Jacky,complete,,,,,,,,1970-01-05,3:45
3069,468,FirstContact,Dian,complete,Personal,,,,,,,1970-01-02,11:13
3070,908,ArrangeSurvey,Dian,start,,,,,,,,1970-01-02,3:36
3071,819,ImmediateRepair,Anne,start,,,,,,,,1970-01-04,3:14
3072,729,MakeTicket,Dian,complete,,P,5840.0,,,,,1970-01-05,16:56
3073,133,ArrangeSurvey,Monica,start,,,,,,,,1970-01-03,1:20
3074,882,ArrangeSurvey,Dian,start,,,,,,,,1970-01-07,11:46
3075,946,TicketReady,System,complete,,,,,,,,1970-01-08,12:23
3076,976,FirstContact,Dian,complete,Personal,,,,,,,1970-01-06,4:02
3077,167,ArrangeSurvey,Dian,complete,,,,,,,,1970-01-04,4:56
3078,770,InternRepair,Edd,complete,,,,,,,,1970-01-03,14:27
3079,255,InformClientSurvey,System,complete,,,,,,,,1970-01-02,19:38
3080,472,Survey,Anne,complete,,,,True,120.0,1.0,,1970-01-07,21:32
3081,65,RepairReady,System,complete,,,,,,,True,1970-01-03,22:25
3082,348,Survey,Barbara,start,,,,,,,,1970-01-12,16:38
3083,79,Survey,Cindy,start,,,,,,,,1970-01-04,5:01
3084,560,ImmediateRepair,Anne,start,,,,,,,,1970-01-06,2:28
3085,731,RepairReady,System,complete,,,,,,,True,1970-01-06,18:15
3086,350,Survey,Anne,complete,,,,True,120.0,1.0,,1970-01-11,17:00
3087,278,Survey,Edd,start,,,,,,,,1970-01-05,21:41
3088,419,ReadyInformClient,System,complete,,,,,,,True,1970-01-08,9:59
3089,739,MakeTicket,Monica,complete,,P,3376.0,,,,,1970-01-05,10:13
3090,354,ArrangeSurvey,Dian,start,,,,,,,,1970-01-06,12:38
3091,359,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-11,6:31
3092,709,Survey,Jacky,start,,,,,,,,1970-01-09,14:43
3093,322,TicketReady,System,complete,,,,,,,,1970-01-11,22:14
3094,101,ReadyInformClient,System,complete,,,,,,,True,1970-01-04,12:31
3095,35,ReadyInformClient,System,complete,,,,,,,True,1970-01-05,5:50
3096,726,MakeTicket,Monica,start,,,,,,,,1970-01-04,2:30
3097,528,InternRepair,Cindy,complete,,,,,,,,1970-01-02,10:43
3098,434,InternRepair,Edd,complete,,,,,,,,1970-01-16,2:07
3099,48,ImmediateRepair,Jacky,complete,,,,,,,,1970-01-12,12:01
3100,467,MakeTicket,Dian,start,,,,,,,,1970-01-06,22:29
3101,789,MakeTicket,Monica,start,,,,,,,,1970-01-02,5:10
3102,839,InternRepair,Nick,start,,,,,,,,1970-01-02,12:26
3103,767,InformClientSurvey,System,complete,,,,,,,,1970-01-05,19:34
3104,88,MakeTicket,Monica,start,,,,,,,,1970-01-08,0:56
3105,652,ImmediateRepair,Anne,complete,,,,,,,,1970-01-04,2:15
3106,282,FirstContact,Monica,complete,Web,,,,,,,1970-01-01,16:03
3107,262,FirstContact,Monica,complete,Personal,,,,,,,1970-01-03,6:11
3108,785,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-15,13:16
3109,45,ImmediateRepair,Eric,start,,,,,,,,1970-01-05,7:56
3110,355,ReadyInformClient,System,complete,,,,,,,True,1970-01-03,15:25
3111,662,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-02,4:47
3112,855,Survey,Paul,start,,,,,,,,1970-01-11,21:34
3113,806,ArrangeSurvey,Monica,start,,,,,,,,1970-01-01,21:56
3114,491,Survey,Barbara,start,,,,,,,,1970-01-02,13:46
3115,22,InformClientSurvey,System,complete,,,,,,,,1970-01-07,14:57
3116,752,ImmediateRepair,Barbara,start,,,,,,,,1970-01-08,7:33
3117,755,MakeTicket,Monica,complete,,P,6828.0,,,,,1970-01-06,12:32
3118,488,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-03,21:49
3119,582,MakeTicket,Monica,start,,,,,,,,1970-01-05,23:43
3120,83,InformClientSurvey,System,complete,,,,,,,,1970-01-06,4:23
3121,131,InternRepair,Lex,complete,,,,,,,,1970-01-01,20:25
3122,759,FirstContact,Monica,complete,Letter,,,,,,,1970-01-04,14:18
3123,122,ImmediateRepair,Anne,complete,,,,,,,,1970-01-14,10:07
3124,782,ImmediateRepair,Barbara,complete,,,,,,,,1970-01-06,23:43
3125,858,ArrangeSurvey,Monica,start,,,,,,,,1970-01-04,10:12
3126,247,TicketReady,System,complete,,,,,,,,1970-01-01,21:29
3127,212,ArrangeSurvey,Monica,start,,,,,,,,1970-01-03,22:10
3128,273,ArrangeSurvey,Dian,complete,,,,,,,,1970-01-05,3:44
3129,764,MakeTicket,Monica,start,,,,,,,,1970-01-03,1:07
3130,558,InternRepair,John,start,,,,,,,,1970-01-03,2:45
3131,135,MakeTicket,Monica,start,,,,,,,,1970-01-05,6:22
3132,627,InformClientSurvey,System,complete,,,,,,,,1970-01-05,17:47
3133,191,MakeTicket,Monica,start,,,,,,,,1970-01-05,18:04
3134,638,ArrangeSurvey,Monica,complete,,,,,,,,1970-01-04,5:51
3136,138,InformClientSurvey,System,complete,,,,,,,,1970-01-06,17:00
3137,899,Survey,John,complete,,,,True,240.0,1.0,,1970-01-02,8:12
3138,951,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-05,10:47
3139,575,ReadyInformClient,System,complete,,,,,,,True,1970-01-11,10:22
3140,343,Survey,John,start,,,,,,,,1970-01-04,4:08
3141,725,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-09,14:13
3142,906,InformClientSurvey,System,complete,,,,,,,,1970-01-03,2:45
3143,410,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-03,5:02
3144,787,ArrangeSurvey,Monica,complete,,,,,,,,1970-01-03,14:16
3145,743,Survey,John,complete,,,,True,220.0,2.0,,1970-01-08,5:30
3146,256,MakeTicket,Monica,complete,,P,8757.0,,,,,1970-01-07,16:02
3147,461,ReadyInformClient,System,complete,,,,,,,True,1970-01-02,6:11
3148,194,MakeTicket,Dian,start,,,,,,,,1970-01-07,3:00
3149,828,InternRepair,Anne,complete,,,,,,,,1970-01-10,5:49
3150,260,RepairReady,System,complete,,,,,,,True,1970-01-10,22:38
3151,612,ImmediateRepair,Anne,start,,,,,,,,1970-01-05,16:06
3152,380,MakeTicket,Dian,start,,,,,,,,1970-01-06,21:09
3153,965,Survey,Anne,start,,,,,,,,1970-01-13,9:51
3154,717,ArrangeSurvey,Dian,complete,,,,,,,,1970-01-05,19:50
3155,968,MakeTicket,Monica,start,,,,,,,,1970-01-04,10:53
3156,241,Survey,Edd,complete,,,,True,240.0,1.0,,1970-01-08,8:08
3157,26,InformClientSurvey,System,complete,,,,,,,,1970-01-03,3:07
3158,447,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-13,22:41
3159,339,TicketReady,System,complete,,,,,,,,1970-01-04,6:58
3160,209,Survey,Edd,start,,,,,,,,1970-01-13,14:12
3161,15,Survey,Barbara,start,,,,,,,,1970-01-06,5:27
3162,377,ReadyInformClient,System,complete,,,,,,,True,1970-01-03,0:04
3163,574,FirstContact,Dian,complete,Letter,,,,,,,1970-01-01,10:51
3164,49,ImmediateRepair,Anne,start,,,,,,,,1970-01-12,7:47
3165,622,MakeTicket,Monica,complete,,B,5967.0,,,,,1970-01-07,15:13
3166,982,FirstContact,Monica,complete,Personal,,,,,,,1970-01-08,0:22
3167,299,FirstContact,Monica,complete,Personal,,,,,,,1970-01-06,3:05
3168,77,RepairReady,System,complete,,,,,,,True,1970-01-06,9:24
3169,699,InformClientSurvey,System,complete,,,,,,,,1970-01-04,16:23
3170,169,RepairReady,System,complete,,,,,,,True,1970-01-05,1:15
3171,44,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-06,8:38
3172,319,TicketReady,System,complete,,,,,,,,1970-01-17,3:04
3173,576,Survey,Cindy,complete,,,,True,220.0,2.0,,1970-01-03,5:49
3174,189,ArrangeSurvey,Dian,start,,,,,,,,1970-01-03,19:31
3175,238,InternRepair,Eric,complete,,,,,,,,1970-01-05,13:25
3176,393,RepairReady,System,complete,,,,,,,True,1970-01-04,15:07
3177,583,MakeTicket,Monica,complete,,B,4466.0,,,,,1970-01-02,13:36
3178,970,ArrangeSurvey,Monica,complete,,,,,,,,1970-01-02,20:37
3179,10,MakeTicket,Monica,start,,,,,,,,1970-01-08,4:19
3180,604,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-13,20:46
3181,62,InternRepair,Eric,complete,,,,,,,,1970-01-07,20:36
3182,586,ReadyInformClient,System,complete,,,,,,,True,1970-01-04,16:34
3183,668,RepairReady,System,complete,,,,,,,True,1970-01-03,7:11
3184,958,ArrangeSurvey,Dian,complete,,,,,,,,1970-01-02,9:52
3185,302,ArrangeSurvey,Dian,start,,,,,,,,1970-01-05,20:14
3186,946,MakeTicket,Monica,complete,,P,2234.0,,,,,1970-01-05,11:38
3187,497,Survey,Edd,complete,,,,True,240.0,1.0,,1970-01-11,18:34
3188,889,Survey,Lex,start,,,,,,,,1970-01-07,1:30
3189,48,MakeTicket,Monica,start,,,,,,,,1970-01-08,6:57
3190,428,InternRepair,Anne,complete,,,,,,,,1970-01-09,13:07
3191,414,MakeTicket,Dian,start,,,,,,,,1970-01-05,4:24
3192,280,TicketReady,System,complete,,,,,,,,1970-01-16,2:46
3193,560,MakeTicket,Monica,start,,,,,,,,1970-01-05,1:19
3194,90,Survey,Ben,complete,,,,True,60.0,1.0,,1970-01-05,11:02
3195,581,Survey,Anne,complete,,,,True,120.0,1.0,,1970-01-02,2:12
3196,612,ArrangeSurvey,Dian,complete,,,,,,,,1970-01-04,23:55
3197,390,Survey,Paul,start,,,,,,,,1970-01-11,11:43
3198,254,TicketReady,System,complete,,,,,,,,1970-01-10,13:36
3199,468,ReadyInformClient,System,complete,,,,,,,True,1970-01-03,12:37
3200,977,FirstContact,Dian,complete,Personal,,,,,,,1970-01-02,19:54
3201,881,Survey,Anne,start,,,,,,,,1970-01-08,14:54
3202,438,ImmediateRepair,Anne,start,,,,,,,,1970-01-05,10:12
3203,229,Survey,Anne,start,,,,,,,,1970-01-08,4:56
3204,822,MakeTicket,Monica,complete,,E,9849.0,,,,,1970-01-05,4:28
3205,32,RepairReady,System,complete,,,,,,,True,1970-01-14,17:34
3206,8,ImmediateRepair,Jacky,complete,,,,,,,,1970-01-14,4:14
3207,5,ArrangeSurvey,Monica,start,,,,,,,,1970-01-07,20:47
3208,23,MakeTicket,Monica,complete,,B,9334.0,,,,,1970-01-03,10:53
3209,56,ArrangeSurvey,Dian,start,,,,,,,,1970-01-06,7:35
3210,127,MakeTicket,Dian,complete,,B,2830.0,,,,,1970-01-05,15:06
3211,211,Survey,Jacky,start,,,,,,,,1970-01-03,21:02
3212,73,InformClientSurvey,System,complete,,,,,,,,1970-01-07,17:22
3213,508,TicketReady,System,complete,,,,,,,,1970-01-04,11:08
3214,156,FirstContact,Monica,complete,Phone,,,,,,,1970-01-01,23:58
3215,701,Survey,Barbara,start,,,,,,,,1970-01-05,4:05
3216,493,ReadyInformClient,System,complete,,,,,,,True,1970-01-11,19:57
3217,793,FirstContact,Dian,complete,Letter,,,,,,,1970-01-06,16:36
3218,596,Survey,Jacky,start,,,,,,,,1970-01-13,20:40
3219,43,ImmediateRepair,Jacky,start,,,,,,,,1970-01-02,7:02
3220,41,RepairReady,System,complete,,,,,,,True,1970-01-02,0:47
3221,864,Survey,Anne,complete,,,,True,120.0,1.0,,1970-01-07,1:16
3222,207,TicketReady,System,complete,,,,,,,,1970-01-08,7:37
3223,720,MakeTicket,Monica,complete,,E,3334.0,,,,,1970-01-05,2:36
3224,931,ReadyInformClient,System,complete,,,,,,,True,1970-01-08,23:22
3225,915,Survey,John,start,,,,,,,,1970-01-09,10:25
3226,992,ExternRepair,DoIt,start,,,,,,,,1970-01-03,7:51
3227,753,Survey,Cindy,start,,,,,,,,1970-01-08,22:10
3228,534,ReadyInformClient,System,complete,,,,,,,True,1970-01-05,1:07
3229,938,ImmediateRepair,Jacky,complete,,,,,,,,1970-01-03,21:02
3230,479,Survey,Cindy,complete,,,,True,220.0,2.0,,1970-01-02,11:42
3231,597,Survey,Nick,start,,,,,,,,1970-01-07,0:58
3232,158,RepairReady,System,complete,,,,,,,True,1970-01-16,19:14
3233,549,ImmediateRepair,Anne,start,,,,,,,,1970-01-13,6:43
3234,743,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-10,15:09
3235,126,ArrangeSurvey,Monica,start,,,,,,,,1970-01-02,13:46
3236,919,MakeTicket,Dian,complete,,P,8447.0,,,,,1970-01-07,23:32
3237,226,Survey,Anne,start,,,,,,,,1970-01-10,7:30
3238,248,MakeTicket,Monica,complete,,E,3617.0,,,,,1970-01-01,20:16
3239,503,FirstContact,Monica,complete,Letter,,,,,,,1970-01-04,11:37
3240,349,RepairReady,System,complete,,,,,,,True,1970-01-15,10:11
3241,128,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-12,2:53
3242,382,ArrangeSurvey,Dian,complete,,,,,,,,1970-01-02,10:20
3243,625,MakeTicket,Monica,start,,,,,,,,1970-01-04,18:46
3244,268,InformClientSurvey,System,complete,,,,,,,,1970-01-06,16:21
3245,116,InternRepair,Anne,start,,,,,,,,1970-01-09,5:32
3246,910,InternRepair,Edd,start,,,,,,,,1970-01-18,7:33
3247,431,RepairReady,System,complete,,,,,,,True,1970-01-05,21:21
3248,109,MakeTicket,Dian,start,,,,,,,,1970-01-07,7:38
3249,428,InternRepair,Anne,start,,,,,,,,1970-01-09,9:31
3250,206,TicketReady,System,complete,,,,,,,,1970-01-18,5:57
3251,390,ReadyInformClient,System,complete,,,,,,,True,1970-01-13,14:30
3252,427,Survey,Jacky,start,,,,,,,,1970-01-02,13:26
3253,598,FirstContact,Dian,complete,Web,,,,,,,1970-01-07,0:27
3254,441,InternRepair,Paul,start,,,,,,,,1970-01-14,21:12
3255,874,TicketReady,System,complete,,,,,,,,1970-01-12,6:54
3256,26,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-07,10:55
3257,742,FirstContact,Dian,complete,Phone,,,,,,,1970-01-05,12:16
3258,55,ReadyInformClient,System,complete,,,,,,,True,1970-01-04,20:10
3259,716,InformClientSurvey,System,complete,,,,,,,,1970-01-06,5:04
3260,436,Survey,Ben,start,,,,,,,,1970-01-08,2:57
3261,102,Survey,John,start,,,,,,,,1970-01-16,23:57
3262,229,ImmediateRepair,Anne,start,,,,,,,,1970-01-08,5:48
3263,401,ArrangeSurvey,Dian,complete,,,,,,,,1970-01-05,10:13
3264,994,ArrangeSurvey,Monica,complete,,,,,,,,1970-01-03,15:47
3265,801,MakeTicket,Monica,complete,,E,4077.0,,,,,1970-01-05,4:34
3266,426,ArrangeSurvey,Monica,complete,,,,,,,,1970-01-07,17:22
3267,255,ArrangeSurvey,Dian,complete,,,,,,,,1970-01-02,19:38
3268,659,Survey,Paul,complete,,,,True,220.0,2.0,,1970-01-10,3:40
3269,716,InternRepair,Barbara,complete,,,,,,,,1970-01-12,5:44
3270,535,ReadyInformClient,System,complete,,,,,,,True,1970-01-12,14:15
3271,542,RepairReady,System,complete,,,,,,,True,1970-01-05,14:44
3272,863,ImmediateRepair,Anne,complete,,,,,,,,1970-01-11,16:29
3273,112,MakeTicket,Dian,start,,,,,,,,1970-01-07,23:46
3274,851,ArrangeSurvey,Monica,complete,,,,,,,,1970-01-07,16:41
3275,642,InformClientSurvey,System,complete,,,,,,,,1970-01-06,20:46
3276,655,Survey,Lex,complete,,,,True,240.0,2.0,,1970-01-05,14:55
3277,340,RepairReady,System,complete,,,,,,,True,1970-01-16,0:37
3278,356,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-10,20:14
3279,797,ArrangeSurvey,Monica,start,,,,,,,,1970-01-07,10:57
3280,215,RepairReady,System,complete,,,,,,,True,1970-01-11,15:32
3281,502,ReadyInformClient,System,complete,,,,,,,True,1970-01-01,18:42
3282,863,MakeTicket,Dian,start,,,,,,,,1970-01-03,18:32
3283,66,TicketReady,System,complete,,,,,,,,1970-01-08,21:36
3284,770,ArrangeSurvey,Dian,complete,,,,,,,,1970-01-02,10:37
3285,406,FirstContact,Monica,complete,Letter,,,,,,,1970-01-06,4:50
3286,57,InformClientSurvey,System,complete,,,,,,,,1970-01-06,6:16
3287,97,ArrangeSurvey,Dian,start,,,,,,,,1970-01-02,7:03
3288,199,ArrangeSurvey,Dian,complete,,,,,,,,1970-01-06,19:06
3289,45,RepairReady,System,complete,,,,,,,True,1970-01-05,8:50
3290,391,InternRepair,John,start,,,,,,,,1970-01-07,16:57
3291,350,ArrangeSurvey,Monica,start,,,,,,,,1970-01-07,16:28
3292,500,RepairReady,System,complete,,,,,,,True,1970-01-15,3:15
3293,53,Survey,John,start,,,,,,,,1970-01-04,5:29
3294,837,InternRepair,Edd,start,,,,,,,,1970-01-02,19:37
3295,733,Survey,Anne,start,,,,,,,,1970-01-08,14:10
3296,391,FirstContact,Monica,complete,Letter,,,,,,,1970-01-06,8:39
3297,236,Survey,Barbara,start,,,,,,,,1970-01-12,13:14
3298,539,ArrangeSurvey,Dian,start,,,,,,,,1970-01-06,1:22
3299,29,Survey,Anne,start,,,,,,,,1970-01-06,22:30
3300,326,MakeTicket,Dian,start,,,,,,,,1970-01-07,1:52
3301,896,FirstContact,Dian,complete,Personal,,,,,,,1970-01-04,6:37
3302,135,RepairReady,System,complete,,,,,,,True,1970-01-07,16:57
3303,93,FirstContact,Dian,complete,Letter,,,,,,,1970-01-06,0:42
3304,728,ArrangeSurvey,Monica,complete,,,,,,,,1970-01-02,2:02
3305,197,ArrangeSurvey,Dian,complete,,,,,,,,1970-01-01,16:33
3306,787,ReadyInformClient,System,complete,,,,,,,True,1970-01-04,0:23
3307,100,ReadyInformClient,System,complete,,,,,,,True,1970-01-02,14:36
3308,656,MakeTicket,Dian,complete,,E,2991.0,,,,,1970-01-06,9:48
3309,86,InternRepair,John,start,,,,,,,,1970-01-10,9:45
3310,351,RepairReady,System,complete,,,,,,,True,1970-01-05,15:09
3311,80,ImmediateRepair,Anne,complete,,,,,,,,1970-01-13,15:55
3312,532,TicketReady,System,complete,,,,,,,,1970-01-03,15:10
3313,251,InternRepair,Cindy,complete,,,,,,,,1970-01-17,0:27
3314,220,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-16,5:45
3315,882,MakeTicket,Dian,start,,,,,,,,1970-01-07,11:37
3316,938,Survey,Jacky,complete,,,,True,120.0,3.0,,1970-01-03,19:02
3317,885,ReadyInformClient,System,complete,,,,,,,True,1970-01-14,10:40
3318,979,Survey,Paul,start,,,,,,,,1970-01-13,14:55
3319,644,InternRepair,Cindy,start,,,,,,,,1970-01-11,16:38
3320,259,TicketReady,System,complete,,,,,,,,1970-01-19,15:07
3321,269,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-16,10:32
3322,73,InternRepair,John,complete,,,,,,,,1970-01-17,4:36
3323,639,ArrangeSurvey,Monica,complete,,,,,,,,1970-01-07,0:53
3324,930,InformClientSurvey,System,complete,,,,,,,,1970-01-01,13:51
3325,855,InternRepair,Edd,start,,,,,,,,1970-01-13,10:10
3326,730,InternRepair,Cindy,start,,,,,,,,1970-01-12,12:36
3327,386,InternRepair,Edd,complete,,,,,,,,1970-01-15,5:42
3328,947,TicketReady,System,complete,,,,,,,,1970-01-05,14:11
3329,924,FirstContact,Dian,complete,Web,,,,,,,1970-01-07,16:19
3330,862,TicketReady,System,complete,,,,,,,,1970-01-13,22:40
3331,770,RepairReady,System,complete,,,,,,,True,1970-01-03,14:27
3332,41,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-02,3:17
3333,693,ReadyInformClient,System,complete,,,,,,,True,1970-01-18,8:56
3334,418,FirstContact,Dian,complete,Letter,,,,,,,1970-01-07,10:19
3335,633,Survey,Anne,complete,,,,True,120.0,1.0,,1970-01-11,23:35
3336,915,InternRepair,Paul,complete,,,,,,,,1970-01-12,7:04
3337,898,Survey,Anne,start,,,,,,,,1970-01-10,5:49
3338,305,MakeTicket,Monica,start,,,,,,,,1970-01-04,9:24
3339,569,TicketReady,System,complete,,,,,,,,1970-01-14,11:17
3340,608,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-04,21:56
3341,967,ReadyInformClient,System,complete,,,,,,,True,1970-01-08,2:07
3342,376,RepairReady,System,complete,,,,,,,True,1970-01-01,23:37
3343,740,ArrangeSurvey,Monica,complete,,,,,,,,1970-01-06,11:08
3344,904,Survey,Paul,start,,,,,,,,1970-01-10,4:36
3345,181,ArrangeSurvey,Monica,complete,,,,,,,,1970-01-05,13:39
3346,980,Survey,Edd,complete,,,,True,240.0,1.0,,1970-01-08,8:28
3347,363,InternRepair,Paul,start,,,,,,,,1970-01-07,12:01
3348,48,MakeTicket,Monica,complete,,P,4460.0,,,,,1970-01-08,6:59
3349,536,Survey,Jacky,complete,,,,True,120.0,1.0,,1970-01-04,11:51
3350,978,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-07,7:13
3351,702,ArrangeSurvey,Dian,complete,,,,,,,,1970-01-05,17:01
3352,449,ArrangeSurvey,Monica,complete,,,,,,,,1970-01-03,15:33
3353,428,InformClientSurvey,System,complete,,,,,,,,1970-01-06,12:04
3354,650,ArrangeSurvey,Monica,start,,,,,,,,1970-01-06,16:14
3355,815,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-10,2:16
3356,923,ArrangeSurvey,Monica,complete,,,,,,,,1970-01-03,21:34
3357,902,ImmediateRepair,Anne,start,,,,,,,,1970-01-10,13:43
3358,562,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-09,4:33
3359,875,RepairReady,System,complete,,,,,,,True,1970-01-13,5:51
3360,314,FirstContact,Dian,complete,Web,,,,,,,1970-01-03,11:54
3361,23,ArrangeSurvey,Monica,start,,,,,,,,1970-01-03,10:53
3362,667,FirstContact,Monica,complete,Phone,,,,,,,1970-01-04,14:07
3363,466,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-09,3:20
3364,962,ImmediateRepair,Barbara,complete,,,,,,,,1970-01-07,13:21
3365,422,Survey,Barbara,start,,,,,,,,1970-01-13,4:57
3366,290,MakeTicket,Dian,start,,,,,,,,1970-01-03,15:39
3367,956,ImmediateRepair,Anne,complete,,,,,,,,1970-01-08,16:19
3368,146,MakeTicket,Monica,complete,,E,7117.0,,,,,1970-01-06,13:36
3369,78,FirstContact,Dian,complete,Letter,,,,,,,1970-01-06,8:28
3370,172,MakeTicket,Monica,start,,,,,,,,1970-01-02,4:43
3371,356,InformClientSurvey,System,complete,,,,,,,,1970-01-07,17:08
3372,200,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-10,15:13
3373,203,FirstContact,Monica,complete,Personal,,,,,,,1970-01-05,4:16
3374,485,RepairReady,System,complete,,,,,,,True,1970-01-08,18:47
3375,247,Survey,Cindy,complete,,,,True,220.0,2.0,,1970-01-01,16:50
3376,253,InternRepair,Cindy,complete,,,,,,,,1970-01-03,20:35
3377,11,ReadyInformClient,System,complete,,,,,,,True,1970-01-07,20:03
3378,419,FirstContact,Monica,complete,Phone,,,,,,,1970-01-06,11:40
3379,783,ArrangeSurvey,Monica,complete,,,,,,,,1970-01-01,22:58
3380,969,ReadyInformClient,System,complete,,,,,,,True,1970-01-16,2:49
3381,368,MakeTicket,Monica,complete,,E,1216.0,,,,,1970-01-07,13:48
3382,350,MakeTicket,Monica,start,,,,,,,,1970-01-07,16:26
3383,974,ArrangeSurvey,Monica,start,,,,,,,,1970-01-02,15:44
3384,729,FirstContact,Dian,complete,Letter,,,,,,,1970-01-05,16:54
3385,612,FirstContact,Dian,complete,Personal,,,,,,,1970-01-04,23:42
3386,912,TicketReady,System,complete,,,,,,,,1970-01-10,5:46
3387,111,ArrangeSurvey,Dian,complete,,,,,,,,1970-01-07,1:03
3388,488,MakeTicket,Monica,start,,,,,,,,1970-01-03,9:48
3389,170,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-07,11:47
3390,5,ArrangeSurvey,Monica,complete,,,,,,,,1970-01-07,20:52
3391,53,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-04,17:46
3392,331,InformClientSurvey,System,complete,,,,,,,,1970-01-06,6:19
3393,15,ImmediateRepair,Barbara,start,,,,,,,,1970-01-06,6:24
3394,366,ArrangeSurvey,Monica,start,,,,,,,,1970-01-06,0:17
3395,77,Survey,Nick,complete,,,,True,160.0,3.0,,1970-01-06,7:32
3396,744,TicketReady,System,complete,,,,,,,,1970-01-17,17:46
3397,184,Survey,Barbara,start,,,,,,,,1970-01-09,4:15
3398,556,ArrangeSurvey,Monica,complete,,,,,,,,1970-01-01,9:24
3399,813,InformClientSurvey,System,complete,,,,,,,,1970-01-02,21:55
3400,924,ImmediateRepair,Jacky,start,,,,,,,,1970-01-12,3:07
3401,195,FirstContact,Dian,complete,Phone,,,,,,,1970-01-07,11:06
3402,106,InternRepair,Edd,complete,,,,,,,,1970-01-16,14:23
3403,933,MakeTicket,Dian,complete,,B,1952.0,,,,,1970-01-07,19:35
3404,718,FirstContact,Dian,complete,Web,,,,,,,1970-01-03,4:56
3405,20,ReadyInformClient,System,complete,,,,,,,True,1970-01-12,14:52
3406,518,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-09,23:40
3407,110,ImmediateRepair,Barbara,complete,,,,,,,,1970-01-03,6:21
