caseID,taskID,originator,eventtype,contact,RepairType,objectKey,RepairInternally,EstimatedRepairTime,RepairCode,RepairOK,date,time
504,TicketReady,System,complete,,,,,,,,1970-01-08,8:30
345,Survey,Edd,complete,,,,TRUE,220,2,,1970-01-12,22:22
589,Survey,Anne,complete,,,,TRUE,120,1,,1970-01-09,11:26
124,InternRepair,Cindy,complete,,,,,,,,1970-01-18,23:03
898,MakeTicket,Dian,start,,,,,,,,1970-01-07,7:10
346,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-07,1:50
390,ArrangeSurvey,Dian,start,,,,,,,,1970-01-05,9:36
845,ImmediateRepair,Anne,complete,,,,,,,,1970-01-03,14:40
73,TicketReady,System,complete,,,,,,,,1970-01-17,16:17
519,ExternRepair,FixIt,start,,,,,,,,1970-01-06,13:59
848,Survey,John,start,,,,,,,,1970-01-02,1:23
153,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-07,8:15
218,RepairReady,System,complete,,,,,,,TRUE,1970-01-07,18:35
13,InformClientWrongPlace,Monica,complete,,,,,,,,1970-01-02,12:22
866,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-05,23:02
396,InternRepair,Cindy,complete,,,,,,,,1970-01-20,1:01
121,RepairReady,System,complete,,,,,,,TRUE,1970-01-05,15:19
321,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-09,4:48
143,ArrangeSurvey,Monica,start,,,,,,,,1970-01-07,5:46
1000,Survey,Cindy,start,,,,,,,,1970-01-16,14:35
742,InformClientSurvey,System,complete,,,,,,,,1970-01-05,12:23
722,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-08,16:04
77,FirstContact,Monica,complete,Phone,,,,,,,1970-01-06,7:08
991,InformClientSurvey,System,complete,,,,,,,,1970-01-07,22:34
80,MakeTicket,Dian,complete,,P,840,,,,,1970-01-04,23:31
313,ArrangeSurvey,Dian,start,,,,,,,,1970-01-02,12:08
538,ArrangeSurvey,Dian,start,,,,,,,,1970-01-04,3:27
958,TicketReady,System,complete,,,,,,,,1970-01-12,17:01
226,ArrangeSurvey,Dian,start,,,,,,,,1970-01-06,3:01
35,MakeTicket,Monica,complete,,P,3430,,,,,1970-01-04,10:46
295,InternRepair,Jacky,complete,,,,,,,,1970-01-06,9:10
893,RepairReady,System,complete,,,,,,,TRUE,1970-01-17,19:43
866,MakeTicket,Dian,start,,,,,,,,1970-01-05,9:47
193,InternRepair,Anne,start,,,,,,,,1970-01-04,18:10
633,Survey,Anne,start,,,,,,,,1970-01-11,22:43
886,Survey,Nick,complete,,,,FALSE,480,4,,1970-01-01,16:31
365,ArrangeSurvey,Monica,complete,,,,,,,,1970-01-07,1:38
861,InternRepair,Nick,complete,,,,,,,,1970-01-01,22:08
3,TicketReady,System,complete,,,,,,,,1970-01-07,7:04
939,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-18,11:30
231,RepairReady,System,complete,,,,,,,TRUE,1970-01-07,8:07
188,ImmediateRepair,Jacky,start,,,,,,,,1970-01-07,2:09
713,MakeTicket,Dian,start,,,,,,,,1970-01-04,17:00
902,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-10,19:27
376,Survey,Ben,start,,,,,,,,1970-01-01,20:04
435,Survey,Edd,complete,,,,TRUE,220,2,,1970-01-04,21:29
255,MakeTicket,Dian,start,,,,,,,,1970-01-02,19:31
21,ImmediateRepair,Anne,complete,,,,,,,,1970-01-04,3:36
255,ImmediateRepair,Jacky,complete,,,,,,,,1970-01-03,10:07
108,InternRepair,Paul,start,,,,,,,,1970-01-03,18:04
712,MakeTicket,Dian,start,,,,,,,,1970-01-06,12:21
984,InternRepair,John,complete,,,,,,,,1970-01-10,22:05
361,MakeTicket,Dian,complete,,P,4247,,,,,1970-01-04,19:33
898,ArrangeSurvey,Dian,start,,,,,,,,1970-01-07,7:13
742,ArrangeSurvey,Dian,start,,,,,,,,1970-01-05,12:21
28,Survey,Anne,complete,,,,TRUE,120,1,,1970-01-06,8:09
411,Survey,Jacky,start,,,,,,,,1970-01-01,12:25
99,MakeTicket,Monica,complete,,P,3164,,,,,1970-01-04,19:38
371,FirstContact,Dian,complete,Letter,,,,,,,1970-01-02,15:15
555,TicketReady,System,complete,,,,,,,,1970-01-13,3:29
911,MakeTicket,Monica,start,,,,,,,,1970-01-03,2:32
956,ImmediateRepair,Anne,start,,,,,,,,1970-01-08,14:19
431,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-06,4:46
194,ArrangeSurvey,Dian,complete,,,,,,,,1970-01-07,3:05
981,InformClientSurvey,System,complete,,,,,,,,1970-01-01,18:16
839,TicketReady,System,complete,,,,,,,,1970-01-02,21:12
410,ImmediateRepair,Jacky,complete,,,,,,,,1970-01-03,2:19
232,Survey,Jacky,complete,,,,TRUE,120,1,,1970-01-07,23:25
192,InformClientSurvey,System,complete,,,,,,,,1970-01-03,17:12
258,MakeTicket,Monica,complete,,E,3797,,,,,1970-01-02,9:03
417,MakeTicket,Monica,complete,,P,9244,,,,,1970-01-04,6:08
885,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-14,13:35
687,ArrangeSurvey,Monica,complete,,,,,,,,1970-01-03,8:09
932,ExternRepair,FixIt,start,,,,,,,,1970-01-03,6:38
108,Survey,Cindy,start,,,,,,,,1970-01-03,3:46
309,TicketReady,System,complete,,,,,,,,1970-01-09,15:37
713,TicketReady,System,complete,,,,,,,,1970-01-18,0:28
487,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-05,11:46
976,Survey,Eric,complete,,,,TRUE,160,3,,1970-01-06,4:33
681,FirstContact,Monica,complete,Personal,,,,,,,1970-01-07,14:50
60,FirstContact,Monica,complete,Web,,,,,,,1970-01-08,0:05
337,ExternRepair,DoIt,start,,,,,,,,1970-01-02,13:14
513,ImmediateRepair,Barbara,start,,,,,,,,1970-01-02,11:46
637,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-03,3:48
741,ArrangeSurvey,Dian,complete,,,,,,,,1970-01-06,17:58
822,MakeTicket,Monica,start,,,,,,,,1970-01-05,4:26
642,FirstContact,Monica,complete,Letter,,,,,,,1970-01-06,20:38
508,MakeTicket,Dian,complete,,E,7467,,,,,1970-01-02,20:38
555,ArrangeSurvey,Monica,complete,,,,,,,,1970-01-05,10:37
315,ArrangeSurvey,Dian,complete,,,,,,,,1970-01-07,13:52
458,Survey,Ben,complete,,,,TRUE,240,2,,1970-01-07,9:44
638,MakeTicket,Monica,start,,,,,,,,1970-01-04,4:07
626,ImmediateRepair,Jacky,start,,,,,,,,1970-01-03,16:25
730,TicketReady,System,complete,,,,,,,,1970-01-12,22:51
302,ArrangeSurvey,Dian,complete,,,,,,,,1970-01-05,20:18
374,ArrangeSurvey,Monica,complete,,,,,,,,1970-01-06,7:01
960,InternRepair,Nick,start,,,,,,,,1970-01-03,2:58
75,MakeTicket,Monica,start,,,,,,,,1970-01-05,13:05
235,Survey,Anne,complete,,,,TRUE,120,1,,1970-01-14,11:39
300,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-07,10:48
579,InformClientSurvey,System,complete,,,,,,,,1970-01-06,17:46
827,RepairReady,System,complete,,,,,,,TRUE,1970-01-04,12:45
27,FirstContact,Dian,complete,Personal,,,,,,,1970-01-06,1:33
337,Survey,Lex,start,,,,,,,,1970-01-02,12:37
47,Survey,Barbara,complete,,,,TRUE,240,2,,1970-01-13,4:57
302,TicketReady,System,complete,,,,,,,,1970-01-06,8:55
610,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-10,13:32
538,FirstContact,Dian,complete,Phone,,,,,,,1970-01-04,3:21
311,InformClientSurvey,System,complete,,,,,,,,1970-01-05,13:58
417,InformClientSurvey,System,complete,,,,,,,,1970-01-04,9:27
81,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-13,0:10
420,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-04,16:54
219,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-06,17:10
893,InternRepair,Paul,start,,,,,,,,1970-01-17,15:41
10,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-11,10:53
147,TicketReady,System,complete,,,,,,,,1970-01-06,7:20
125,Survey,Anne,complete,,,,TRUE,120,1,,1970-01-09,17:46
308,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-19,8:15
387,MakeTicket,Dian,start,,,,,,,,1970-01-04,18:40
381,TicketReady,System,complete,,,,,,,,1970-01-06,17:31
402,MakeTicket,Dian,start,,,,,,,,1970-01-05,5:58
353,FirstContact,Monica,complete,Letter,,,,,,,1970-01-06,20:50
65,MakeTicket,Monica,start,,,,,,,,1970-01-02,5:31
48,ArrangeSurvey,Monica,start,,,,,,,,1970-01-08,6:59
609,Survey,Anne,complete,,,,TRUE,120,1,,1970-01-06,14:54
644,MakeTicket,Monica,start,,,,,,,,1970-01-05,4:38
846,RepairReady,System,complete,,,,,,,TRUE,1970-01-03,18:04
671,ArrangeSurvey,Dian,complete,,,,,,,,1970-01-03,13:26
455,Survey,Anne,complete,,,,TRUE,120,3,,1970-01-10,18:48
932,Survey,Eric,start,,,,,,,,1970-01-03,6:14
880,MakeTicket,Monica,complete,,P,2091,,,,,1970-01-04,3:27
530,ArrangeSurvey,Dian,start,,,,,,,,1970-01-07,5:08
260,FirstContact,Monica,complete,Letter,,,,,,,1970-01-04,4:28
231,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-07,13:23
945,ImmediateRepair,Anne,start,,,,,,,,1970-01-13,16:36
919,InformClientSurvey,System,complete,,,,,,,,1970-01-07,23:36
250,InformClientSurvey,System,complete,,,,,,,,1970-01-03,20:26
827,InternRepair,Ben,start,,,,,,,,1970-01-04,8:45
727,ImmediateRepair,Jacky,complete,,,,,,,,1970-01-10,7:10
328,RepairReady,System,complete,,,,,,,TRUE,1970-01-05,19:49
161,ArrangeSurvey,Monica,complete,,,,,,,,1970-01-01,15:30
256,ImmediateRepair,Anne,complete,,,,,,,,1970-01-09,19:33
171,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-12,9:15
522,Survey,Anne,complete,,,,TRUE,120,3,,1970-01-03,1:17
596,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-14,1:11
136,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-02,6:57
490,ArrangeSurvey,Monica,start,,,,,,,,1970-01-02,5:58
333,ImmediateRepair,Barbara,start,,,,,,,,1970-01-12,23:31
701,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-05,12:30
97,InformClientSurvey,System,complete,,,,,,,,1970-01-02,10:07
50,FirstContact,Dian,complete,Web,,,,,,,1970-01-05,1:51
270,MakeTicket,Dian,complete,,P,7057,,,,,1970-01-07,19:57
141,Survey,Edd,start,,,,,,,,1970-01-04,10:07
448,InternRepair,Edd,complete,,,,,,,,1970-01-05,15:42
161,InternRepair,Edd,complete,,,,,,,,1970-01-01,22:36
529,InternRepair,Cindy,start,,,,,,,,1970-01-08,0:17
249,FirstContact,Dian,complete,Personal,,,,,,,1970-01-03,22:06
358,MakeTicket,Monica,complete,,P,8543,,,,,1970-01-05,23:11
410,ArrangeSurvey,Monica,complete,,,,,,,,1970-01-02,11:45
384,ArrangeSurvey,Monica,start,,,,,,,,1970-01-04,18:07
416,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-10,0:38
822,RepairReady,System,complete,,,,,,,TRUE,1970-01-19,17:19
449,InformClientSurvey,System,complete,,,,,,,,1970-01-03,15:33
933,FirstContact,Dian,complete,Personal,,,,,,,1970-01-07,19:31
928,ImmediateRepair,Anne,complete,,,,,,,,1970-01-14,11:05
102,InformClientSurvey,System,complete,,,,,,,,1970-01-05,14:04
776,ArrangeSurvey,Dian,start,,,,,,,,1970-01-03,13:40
168,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-12,23:17
654,FirstContact,Dian,complete,Phone,,,,,,,1970-01-06,11:35
396,MakeTicket,Monica,complete,,E,1983,,,,,1970-01-05,15:58
777,FirstContact,Monica,complete,Web,,,,,,,1970-01-08,2:12
473,ArrangeSurvey,Dian,start,,,,,,,,1970-01-04,19:47
805,ArrangeSurvey,Dian,complete,,,,,,,,1970-01-04,12:40
983,MakeTicket,Dian,start,,,,,,,,1970-01-05,0:02
176,InternRepair,Nick,start,,,,,,,,1970-01-05,11:41
341,InternRepair,Edd,start,,,,,,,,1970-01-05,1:12
969,MakeTicket,Dian,start,,,,,,,,1970-01-03,15:17
752,Survey,Barbara,complete,,,,TRUE,120,3,,1970-01-08,7:33
179,InformClientSurvey,System,complete,,,,,,,,1970-01-04,23:21
494,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-03,7:29
74,RepairReady,System,complete,,,,,,,TRUE,1970-01-05,0:51
518,ArrangeSurvey,Dian,complete,,,,,,,,1970-01-07,21:34
352,ArrangeSurvey,Dian,complete,,,,,,,,1970-01-01,9:59
18,RepairReady,System,complete,,,,,,,TRUE,1970-01-14,7:12
344,Survey,Cindy,complete,,,,TRUE,220,2,,1970-01-08,18:10
737,ArrangeSurvey,Dian,complete,,,,,,,,1970-01-05,16:44
892,FirstContact,Monica,complete,Personal,,,,,,,1970-01-03,2:16
879,Survey,John,complete,,,,TRUE,240,1,,1970-01-09,21:40
686,ArrangeSurvey,Dian,start,,,,,,,,1970-01-07,20:48
333,ImmediateRepair,Barbara,complete,,,,,,,,1970-01-13,1:31
149,Survey,John,complete,,,,TRUE,240,1,,1970-01-16,23:18
92,ArrangeSurvey,Monica,start,,,,,,,,1970-01-01,13:37
64,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-12,15:48
551,FirstContact,Dian,complete,Web,,,,,,,1970-01-04,6:10
221,MakeTicket,Monica,start,,,,,,,,1970-01-01,21:43
980,ArrangeSurvey,Dian,complete,,,,,,,,1970-01-07,5:18
157,InformClientSurvey,System,complete,,,,,,,,1970-01-04,9:11
524,ArrangeSurvey,Dian,complete,,,,,,,,1970-01-07,10:19
525,FirstContact,Dian,complete,Letter,,,,,,,1970-01-02,12:23
372,ArrangeSurvey,Monica,complete,,,,,,,,1970-01-02,1:30
804,ImmediateRepair,Barbara,complete,,,,,,,,1970-01-03,1:05
225,ArrangeSurvey,Dian,start,,,,,,,,1970-01-07,7:36
872,ExternRepair,FixIt,start,,,,,,,,1970-01-03,15:25
685,ArrangeSurvey,Monica,start,,,,,,,,1970-01-02,22:06
502,ArrangeSurvey,Monica,complete,,,,,,,,1970-01-01,10:18
158,InternRepair,Edd,start,,,,,,,,1970-01-16,15:12
904,InternRepair,John,start,,,,,,,,1970-01-17,8:12
512,ArrangeSurvey,Monica,complete,,,,,,,,1970-01-07,7:10
936,InformClientSurvey,System,complete,,,,,,,,1970-01-02,18:05
161,InternRepair,Edd,start,,,,,,,,1970-01-01,18:56
68,ArrangeSurvey,Monica,complete,,,,,,,,1970-01-06,0:06
887,ImmediateRepair,Anne,start,,,,,,,,1970-01-10,16:16
402,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-06,14:00
704,ArrangeSurvey,Monica,start,,,,,,,,1970-01-05,2:00
56,InformClientSurvey,System,complete,,,,,,,,1970-01-06,7:37
57,MakeTicket,Monica,start,,,,,,,,1970-01-06,6:08
814,InternRepair,John,start,,,,,,,,1970-01-04,11:02
347,InternRepair,Paul,complete,,,,,,,,1970-01-17,7:41
923,FirstContact,Monica,complete,Personal,,,,,,,1970-01-03,21:28
98,RepairReady,System,complete,,,,,,,TRUE,1970-01-08,8:39
501,InformClientSurvey,System,complete,,,,,,,,1970-01-06,17:19
462,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-10,17:06
879,InternRepair,Cindy,start,,,,,,,,1970-01-11,8:08
478,ImmediateRepair,Barbara,start,,,,,,,,1970-01-12,11:26
872,ImmediateRepair,Jacky,start,,,,,,,,1970-01-03,13:25
608,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-04,22:58
456,MakeTicket,Dian,start,,,,,,,,1970-01-07,14:26
268,Survey,Anne,complete,,,,TRUE,120,1,,1970-01-11,19:39
653,Survey,Anne,start,,,,,,,,1970-01-01,16:32
158,Survey,Cindy,complete,,,,TRUE,220,2,,1970-01-08,16:55
953,InternRepair,Jacky,start,,,,,,,,1970-01-02,9:14
795,InternRepair,Paul,start,,,,,,,,1970-01-01,14:05
407,ArrangeSurvey,Dian,start,,,,,,,,1970-01-02,9:05
549,ArrangeSurvey,Monica,start,,,,,,,,1970-01-04,17:53
407,ArrangeSurvey,Dian,complete,,,,,,,,1970-01-02,9:10
219,ArrangeSurvey,Monica,start,,,,,,,,1970-01-03,12:55
484,TicketReady,System,complete,,,,,,,,1970-01-12,17:51
90,ImmediateRepair,Ben,complete,,,,,,,,1970-01-05,12:02
736,ImmediateRepair,Anne,complete,,,,,,,,1970-01-09,2:56
191,ImmediateRepair,Jacky,complete,,,,,,,,1970-01-05,23:46
239,FirstContact,Dian,complete,Letter,,,,,,,1970-01-03,16:29
950,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-17,2:50
524,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-15,19:29
8,ArrangeSurvey,Monica,start,,,,,,,,1970-01-07,5:55
838,ArrangeSurvey,Dian,start,,,,,,,,1970-01-05,8:04
799,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-18,18:19
601,RepairReady,System,complete,,,,,,,TRUE,1970-01-12,3:31
553,FirstContact,Monica,complete,Phone,,,,,,,1970-01-05,22:46
934,FirstContact,Monica,complete,Phone,,,,,,,1970-01-01,11:19
240,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-07,21:23
745,ArrangeSurvey,Dian,complete,,,,,,,,1970-01-02,21:34
364,RepairReady,System,complete,,,,,,,TRUE,1970-01-06,19:40
41,FirstContact,Dian,complete,Phone,,,,,,,1970-01-01,15:15
302,ImmediateRepair,Barbara,start,,,,,,,,1970-01-06,0:10
982,InformClientSurvey,System,complete,,,,,,,,1970-01-08,0:27
274,ArrangeSurvey,Monica,start,,,,,,,,1970-01-08,4:11
831,InternRepair,Edd,start,,,,,,,,1970-01-10,14:10
198,RepairReady,System,complete,,,,,,,TRUE,1970-01-01,19:14
478,ArrangeSurvey,Monica,start,,,,,,,,1970-01-06,23:55
535,TicketReady,System,complete,,,,,,,,1970-01-12,19:04
137,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-09,15:41
552,RepairReady,System,complete,,,,,,,TRUE,1970-01-06,11:36
707,Survey,Nick,start,,,,,,,,1970-01-07,0:16
709,FirstContact,Dian,complete,Web,,,,,,,1970-01-06,12:15
255,ArrangeSurvey,Dian,start,,,,,,,,1970-01-02,19:34
124,ArrangeSurvey,Monica,complete,,,,,,,,1970-01-04,6:57
738,Survey,Ben,start,,,,,,,,1970-01-08,1:23
859,MakeTicket,Monica,complete,,P,279,,,,,1970-01-05,20:55
510,InformClientSurvey,System,complete,,,,,,,,1970-01-02,9:37
104,TicketReady,System,complete,,,,,,,,1970-01-05,7:31
525,InternRepair,John,start,,,,,,,,1970-01-15,15:43
882,RepairReady,System,complete,,,,,,,TRUE,1970-01-12,19:16
953,Survey,Anne,start,,,,,,,,1970-01-02,5:22
431,InternRepair,Cindy,complete,,,,,,,,1970-01-05,21:21
856,InternRepair,Cindy,complete,,,,,,,,1970-01-17,15:53
327,ImmediateRepair,Anne,complete,,,,,,,,1970-01-03,9:20
462,Survey,Anne,complete,,,,TRUE,120,1,,1970-01-10,13:57
180,InformClientSurvey,System,complete,,,,,,,,1970-01-01,21:09
45,ArrangeSurvey,Monica,start,,,,,,,,1970-01-04,14:25
422,ArrangeSurvey,Dian,complete,,,,,,,,1970-01-05,13:32
130,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-07,6:27
999,Survey,Ben,complete,,,,FALSE,480,4,,1970-01-07,5:11
973,ImmediateRepair,Jacky,complete,,,,,,,,1970-01-11,18:30
76,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-12,7:33
586,MakeTicket,Dian,start,,,,,,,,1970-01-03,17:00
849,ArrangeSurvey,Dian,complete,,,,,,,,1970-01-06,23:43
698,ArrangeSurvey,Dian,start,,,,,,,,1970-01-01,18:35
672,FirstContact,Monica,complete,Phone,,,,,,,1970-01-02,22:46
208,RepairReady,System,complete,,,,,,,TRUE,1970-01-04,3:25
645,FirstContact,Dian,complete,Web,,,,,,,1970-01-05,0:32
381,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-06,10:23
44,TicketReady,System,complete,,,,,,,,1970-01-06,9:40
496,ImmediateRepair,Anne,complete,,,,,,,,1970-01-07,17:42
779,ArrangeSurvey,Monica,start,,,,,,,,1970-01-02,20:02
210,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-10,22:43
545,TicketReady,System,complete,,,,,,,,1970-01-14,9:32
65,ArrangeSurvey,Monica,complete,,,,,,,,1970-01-02,5:36
73,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-17,12:36
391,RepairReady,System,complete,,,,,,,TRUE,1970-01-07,20:59
424,FirstContact,Monica,complete,Web,,,,,,,1970-01-07,11:46
300,Survey,John,start,,,,,,,,1970-01-05,5:05
892,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-03,11:34
630,InternRepair,Cindy,start,,,,,,,,1970-01-04,1:01
141,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-05,3:33
766,InformClientWrongPlace,Dian,complete,,,,,,,,1970-01-02,8:18
262,ArrangeSurvey,Monica,start,,,,,,,,1970-01-03,6:17
826,MakeTicket,Monica,start,,,,,,,,1970-01-06,21:16
800,MakeTicket,Dian,complete,,P,681,,,,,1970-01-02,0:31
522,MakeTicket,Monica,start,,,,,,,,1970-01-02,17:06
941,MakeTicket,Monica,start,,,,,,,,1970-01-06,14:45
211,MakeTicket,Dian,start,,,,,,,,1970-01-02,14:14
922,FirstContact,Monica,complete,Phone,,,,,,,1970-01-02,7:48
800,ImmediateRepair,Anne,start,,,,,,,,1970-01-02,4:54
504,Survey,John,start,,,,,,,,1970-01-07,20:59
913,RepairReady,System,complete,,,,,,,TRUE,1970-01-04,1:06
488,InformClientSurvey,System,complete,,,,,,,,1970-01-03,9:54
922,MakeTicket,Monica,start,,,,,,,,1970-01-02,7:48
431,ArrangeSurvey,Dian,start,,,,,,,,1970-01-02,11:39
243,Survey,John,start,,,,,,,,1970-01-07,12:31
251,ArrangeSurvey,Dian,start,,,,,,,,1970-01-07,4:15
909,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-02,9:28
595,ArrangeSurvey,Dian,complete,,,,,,,,1970-01-06,10:58
820,FirstContact,Dian,complete,Personal,,,,,,,1970-01-04,14:11
933,ExternRepair,DoIt,start,,,,,,,,1970-01-07,20:06
110,RepairReady,System,complete,,,,,,,TRUE,1970-01-03,9:21
145,InformClientWrongPlace,Dian,complete,,,,,,,,1970-01-02,9:40
201,InformClientWrongPlace,Dian,complete,,,,,,,,1970-01-06,7:50
371,ArrangeSurvey,Dian,start,,,,,,,,1970-01-02,15:22
388,TicketReady,System,complete,,,,,,,,1970-01-03,7:46
771,MakeTicket,Dian,start,,,,,,,,1970-01-03,1:14
926,ArrangeSurvey,Dian,complete,,,,,,,,1970-01-06,14:41
461,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-02,5:09
134,InformClientSurvey,System,complete,,,,,,,,1970-01-03,1:43
827,MakeTicket,Monica,start,,,,,,,,1970-01-04,6:29
714,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-15,0:51
386,InformClientSurvey,System,complete,,,,,,,,1970-01-05,14:48
75,MakeTicket,Monica,complete,,P,4200,,,,,1970-01-05,13:10
134,FirstContact,Monica,complete,Personal,,,,,,,1970-01-03,1:36
826,ImmediateRepair,Anne,complete,,,,,,,,1970-01-08,22:40
38,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-04,10:42
628,ArrangeSurvey,Dian,start,,,,,,,,1970-01-05,5:12
396,InformClientSurvey,System,complete,,,,,,,,1970-01-05,16:00
804,MakeTicket,Dian,complete,,P,9705,,,,,1970-01-02,13:47
291,MakeTicket,Monica,complete,,E,1986,,,,,1970-01-06,20:05
377,MakeTicket,Dian,complete,,P,3421,,,,,1970-01-01,21:42
276,MakeTicket,Monica,start,,,,,,,,1970-01-03,4:35
892,InternRepair,Ben,complete,,,,,,,,1970-01-03,5:48
87,Survey,Barbara,complete,,,,TRUE,120,1,,1970-01-12,8:58
302,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-06,8:55
948,InternRepair,Cindy,complete,,,,,,,,1970-01-11,8:08
630,ArrangeSurvey,Dian,start,,,,,,,,1970-01-03,15:34
118,ArrangeSurvey,Dian,start,,,,,,,,1970-01-06,4:50
250,ArrangeSurvey,Dian,start,,,,,,,,1970-01-03,20:23
243,ArrangeSurvey,Dian,start,,,,,,,,1970-01-06,5:06
429,Survey,Edd,start,,,,,,,,1970-01-17,2:32
15,MakeTicket,Monica,complete,,P,7031,,,,,1970-01-05,9:23
234,ArrangeSurvey,Dian,complete,,,,,,,,1970-01-05,22:02
798,TicketReady,System,complete,,,,,,,,1970-01-13,11:01
585,ImmediateRepair,Barbara,start,,,,,,,,1970-01-05,18:38
953,InternRepair,Jacky,complete,,,,,,,,1970-01-02,11:02
213,FirstContact,Dian,complete,Web,,,,,,,1970-01-06,18:42
112,Survey,Anne,start,,,,,,,,1970-01-11,19:53
221,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-02,8:43
294,InformClientSurvey,System,complete,,,,,,,,1970-01-08,0:58
601,FirstContact,Dian,complete,Letter,,,,,,,1970-01-07,20:50
860,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-13,23:13
225,InformClientSurvey,System,complete,,,,,,,,1970-01-07,7:38
765,ArrangeSurvey,Monica,complete,,,,,,,,1970-01-05,23:40
984,Survey,Cindy,complete,,,,TRUE,220,2,,1970-01-08,6:20
188,ImmediateRepair,Jacky,complete,,,,,,,,1970-01-07,4:09
678,Survey,Jacky,start,,,,,,,,1970-01-01,23:34
31,FirstContact,Monica,complete,Letter,,,,,,,1970-01-02,12:04
553,InternRepair,John,complete,,,,,,,,1970-01-14,10:07
987,ArrangeSurvey,Monica,start,,,,,,,,1970-01-02,18:58
369,InternRepair,Nick,start,,,,,,,,1970-01-04,21:56
726,FirstContact,Monica,complete,Web,,,,,,,1970-01-04,2:30
315,ReadyInformClient,System,complete,,,,,,,TRUE,1970-01-11,8:34
807,Survey,Ben,start,,,,,,,,1970-01-04,19:21
772,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-08,17:53
144,ArrangeSurvey,Monica,start,,,,,,,,1970-01-06,18:30
387,ArrangeSurvey,Dian,start,,,,,,,,1970-01-04,18:45
968,TicketReady,System,complete,,,,,,,,1970-01-15,14:09
324,Survey,Jacky,start,,,,,,,,1970-01-12,15:54
319,InformClientSurvey,System,complete,,,,,,,,1970-01-06,13:33
214,TicketReady,System,complete,,,,,,,,1970-01-04,23:15
508,SendTicketToFinAdmin,System,complete,,,,,,,,1970-01-04,8:03
141,FirstContact,Dian,complete,Personal,,,,,,,1970-01-03,10:29
622,InternRepair,Ben,complete,,,,,,,,1970-01-08,11:13
97,RepairReady,System,complete,,,,,,,TRUE,1970-01-03,1:56
469,ImmediateRepair,Barbara,start,,,,,,,,1970-01-06,3:39
910,InternRepair,Edd,complete,,,,,,,,1970-01-18,11:09
549,FirstContact,Monica,complete,Letter,,,,,,,1970-01-04,17:47
546,ArrangeSurvey,Dian,start,,,,,,,,1970-01-03,6:25
254,ArrangeSurvey,Monica,start,,,,,,,,1970-01-07,22:52
957,InternRepair,Barbara,start,,,,,,,,1970-01-10,10:24
693,InternRepair,John,complete,,,,,,,,1970-01-18,2:52
